date,property_id,gas_usage_kwh,electricity_usage_kwh,infrared_usage_kwh,temperature,gas_cost,electricity_cost,infrared_cost,carbon_emissions_gas,carbon_emissions_electricity,carbon_emissions_infra
11/01/2024 22:00,1,27.27,17.7,14.32,16.58,1.36,2.65,1.15,5.02,4.12,1.43
11/01/2024 23:00,1,28.73,19.51,13.67,14.34,1.44,2.93,1.09,5.29,4.55,1.37
12/01/2024,1,29.85,21.69,14.15,16.06,1.49,3.25,1.13,5.49,5.05,1.42
12/01/2024 01:00,1,32.7,24.01,15.05,17.18,1.64,3.6,1.2,6.02,5.59,1.51
12/01/2024 02:00,1,32.52,21.79,13.54,16.92,1.63,3.27,1.08,5.98,5.08,1.35
12/01/2024 03:00,1,32.27,22.47,15.31,15.92,1.61,3.37,1.22,5.94,5.24,1.53
12/01/2024 04:00,1,29.6,22.14,15.93,13.41,1.48,3.32,1.27,5.45,5.16,1.59
12/01/2024 05:00,1,31.81,24.26,15.2,16.17,1.59,3.64,1.22,5.85,5.65,1.52
12/01/2024 06:00,1,33,22.8,17.58,16.69,1.65,3.42,1.41,6.07,5.31,1.76
12/01/2024 07:00,1,30.45,24.32,16.73,16.16,1.52,3.65,1.34,5.6,5.67,1.67
12/01/2024 08:00,1,29.92,23.84,15.99,16.27,1.5,3.58,1.28,5.51,5.55,1.6
12/01/2024 09:00,1,28.68,24.41,14.89,16.54,1.43,3.66,1.19,5.28,5.69,1.49
12/01/2024 10:00,1,30.36,22.63,15.33,15.71,1.52,3.39,1.23,5.59,5.27,1.53
12/01/2024 11:00,1,28.19,24.15,15.41,17.42,1.41,3.62,1.23,5.19,5.63,1.54
12/01/2024 12:00,1,27.62,20.73,13.08,16.58,1.38,3.11,1.05,5.08,4.83,1.31
12/01/2024 13:00,1,27.43,21.1,13.18,14.87,1.37,3.16,1.05,5.05,4.92,1.32
12/01/2024 14:00,1,27.44,20.1,14.8,17.49,1.37,3.02,1.18,5.05,4.68,1.48
12/01/2024 15:00,1,27.37,21.24,12.89,17.32,1.37,3.19,1.03,5.04,4.95,1.29
12/01/2024 16:00,1,25.16,19.6,14.69,16.94,1.26,2.94,1.18,4.63,4.57,1.47
12/01/2024 17:00,1,25.89,21.12,13.58,14.45,1.29,3.17,1.09,4.76,4.92,1.36
12/01/2024 18:00,1,27.55,19.01,13.49,15.54,1.38,2.85,1.08,5.07,4.43,1.35
12/01/2024 19:00,1,27.04,20.45,13.24,16.75,1.35,3.07,1.06,4.98,4.76,1.32
12/01/2024 20:00,1,30.24,21.76,12.01,16.16,1.51,3.26,0.96,5.56,5.07,1.2
12/01/2024 21:00,1,25.66,19.73,14.2,16.46,1.28,2.96,1.14,4.72,4.6,1.42
12/01/2024 22:00,1,27.66,22.41,13.84,18.57,1.38,3.36,1.11,5.09,5.22,1.38
12/01/2024 23:00,1,28.1,19.83,12.37,15.29,1.41,2.97,0.99,5.17,4.62,1.24
13/01/2024,1,31.95,22.62,15.22,13.92,1.6,3.39,1.22,5.88,5.27,1.52
13/01/2024 01:00,1,28.98,22,15.39,16.31,1.45,3.3,1.23,5.33,5.13,1.54
13/01/2024 02:00,1,29.39,21.62,13.11,15.34,1.47,3.24,1.05,5.41,5.04,1.31
13/01/2024 03:00,1,32.44,22.64,15.79,16.48,1.62,3.4,1.26,5.97,5.28,1.58
13/01/2024 04:00,1,33.34,24.21,15.99,15.22,1.67,3.63,1.28,6.13,5.64,1.6
13/01/2024 05:00,1,33.29,23.13,15.34,18.24,1.66,3.47,1.23,6.13,5.39,1.53
13/01/2024 06:00,1,30.48,24.59,16.52,15.91,1.52,3.69,1.32,5.61,5.73,1.65
13/01/2024 07:00,1,31.32,22.88,14.2,15.55,1.57,3.43,1.14,5.76,5.33,1.42
13/01/2024 08:00,1,35.2,24.24,14.29,15.87,1.76,3.64,1.14,6.48,5.65,1.43
13/01/2024 09:00,1,28.29,22.5,15.87,16.89,1.41,3.38,1.27,5.21,5.24,1.59
13/01/2024 10:00,1,33.22,22.92,15.19,16.13,1.66,3.44,1.22,6.11,5.34,1.52
13/01/2024 11:00,1,31,22.06,14.89,14.41,1.55,3.31,1.19,5.7,5.14,1.49
13/01/2024 12:00,1,28.1,22.09,14.65,16.03,1.41,3.31,1.17,5.17,5.15,1.47
13/01/2024 13:00,1,27.85,20.05,14.03,16.79,1.39,3.01,1.12,5.12,4.67,1.4
13/01/2024 14:00,1,26.09,21.37,13.66,16.07,1.3,3.21,1.09,4.8,4.98,1.37
13/01/2024 15:00,1,26.43,20.04,13.24,16.77,1.32,3.01,1.06,4.86,4.67,1.32
13/01/2024 16:00,1,27.11,19.11,12.67,15.89,1.36,2.87,1.01,4.99,4.45,1.27
13/01/2024 17:00,1,27.21,20.23,12.95,15.97,1.36,3.03,1.04,5.01,4.71,1.29
13/01/2024 18:00,1,23.17,20.36,12.71,16.51,1.16,3.05,1.02,4.26,4.74,1.27
13/01/2024 19:00,1,25.69,20.02,12.21,17.02,1.28,3,0.98,4.73,4.66,1.22
13/01/2024 20:00,1,26.03,18.17,13.26,14.79,1.3,2.73,1.06,4.79,4.23,1.33
13/01/2024 21:00,1,25.9,20.63,13.38,16,1.29,3.09,1.07,4.77,4.81,1.34
13/01/2024 22:00,1,28.79,21.94,15.44,15.96,1.44,3.29,1.24,5.3,5.11,1.54
13/01/2024 23:00,1,29.94,20.14,13.87,15.27,1.5,3.02,1.11,5.51,4.69,1.39
14/01/2024,1,30.03,21.25,13.91,14.92,1.5,3.19,1.11,5.53,4.95,1.39
14/01/2024 01:00,1,28.53,23.01,14.72,15.32,1.43,3.45,1.18,5.25,5.36,1.47
14/01/2024 02:00,1,30.66,22.17,16.27,16.54,1.53,3.33,1.3,5.64,5.17,1.63
14/01/2024 03:00,1,32.03,22.03,15.58,15.54,1.6,3.3,1.25,5.89,5.13,1.56
14/01/2024 04:00,1,32.26,25.16,14.95,15.17,1.61,3.77,1.2,5.94,5.86,1.5
14/01/2024 05:00,1,30.04,23.17,16.07,16.12,1.5,3.48,1.29,5.53,5.4,1.61
14/01/2024 06:00,1,31.62,24.42,18.15,14.72,1.58,3.66,1.45,5.82,5.69,1.81
14/01/2024 07:00,1,30.87,24.96,15.18,17,1.54,3.74,1.21,5.68,5.82,1.52
14/01/2024 08:00,1,31.7,24.35,16.04,15.47,1.58,3.65,1.28,5.83,5.67,1.6
14/01/2024 09:00,1,31.13,21.41,15.99,16.14,1.56,3.21,1.28,5.73,4.99,1.6
14/01/2024 10:00,1,29.2,23.55,14.21,16,1.46,3.53,1.14,5.37,5.49,1.42
14/01/2024 11:00,1,33.35,21.91,14.7,15.95,1.67,3.29,1.18,6.14,5.11,1.47
14/01/2024 12:00,1,31.24,21.52,13.98,17.76,1.56,3.23,1.12,5.75,5.01,1.4
14/01/2024 13:00,1,30.28,22.01,14.31,15.13,1.51,3.3,1.14,5.57,5.13,1.43
14/01/2024 14:00,1,25.44,24.52,14.77,17.1,1.27,3.68,1.18,4.68,5.71,1.48
14/01/2024 15:00,1,28.56,19.4,13.39,15.98,1.43,2.91,1.07,5.26,4.52,1.34
14/01/2024 16:00,1,25.91,19.67,12.72,15.12,1.3,2.95,1.02,4.77,4.58,1.27
14/01/2024 17:00,1,26.43,20.69,14.09,15.88,1.32,3.1,1.13,4.86,4.82,1.41
14/01/2024 18:00,1,22.35,20.21,13.11,16.7,1.12,3.03,1.05,4.11,4.71,1.31
14/01/2024 19:00,1,25.85,18.06,13.07,15.53,1.29,2.71,1.05,4.76,4.21,1.31
14/01/2024 20:00,1,27.37,20.71,13.07,15.18,1.37,3.11,1.05,5.04,4.83,1.31
14/01/2024 21:00,1,23.95,18.79,14.67,16.11,1.2,2.82,1.17,4.41,4.38,1.47
14/01/2024 22:00,1,27.62,20.66,14.05,16.94,1.38,3.1,1.12,5.08,4.81,1.41
14/01/2024 23:00,1,27.63,19.99,14.92,15.88,1.38,3,1.19,5.08,4.66,1.49
15/01/2024,1,31.98,20.01,15.25,14.49,1.6,3,1.22,5.88,4.66,1.53
15/01/2024 01:00,1,29.76,20.02,13.78,14.57,1.49,3,1.1,5.48,4.66,1.38
15/01/2024 02:00,1,30.09,23.31,16.28,15.11,1.5,3.5,1.3,5.54,5.43,1.63
15/01/2024 03:00,1,31.73,21.97,15.2,15.35,1.59,3.3,1.22,5.84,5.12,1.52
15/01/2024 04:00,1,30.28,24.09,15.62,15.85,1.51,3.61,1.25,5.57,5.61,1.56
15/01/2024 05:00,1,32.61,23.4,16.05,16.55,1.63,3.51,1.28,6,5.45,1.61
15/01/2024 06:00,1,32.57,23.91,16.68,15.44,1.63,3.59,1.33,5.99,5.57,1.67
15/01/2024 07:00,1,29.04,23.62,14.91,14.76,1.45,3.54,1.19,5.34,5.5,1.49
15/01/2024 08:00,1,31.32,25.36,17.5,16.48,1.57,3.8,1.4,5.76,5.91,1.75
15/01/2024 09:00,1,30.42,23.66,13.53,16.15,1.52,3.55,1.08,5.6,5.51,1.35
15/01/2024 10:00,1,29.97,20.69,14.91,17.03,1.5,3.1,1.19,5.51,4.82,1.49
15/01/2024 11:00,1,28.97,23.7,14.98,14.19,1.45,3.55,1.2,5.33,5.52,1.5
15/01/2024 12:00,1,31.19,19.96,17.02,15.96,1.56,2.99,1.36,5.74,4.65,1.7
15/01/2024 13:00,1,27.53,21.97,13.72,17.23,1.38,3.3,1.1,5.07,5.12,1.37
15/01/2024 14:00,1,28.67,20.92,15.18,16.6,1.43,3.14,1.21,5.28,4.87,1.52
15/01/2024 15:00,1,28.83,19.61,12.86,15.04,1.44,2.94,1.03,5.3,4.57,1.29
15/01/2024 16:00,1,25.68,20.4,13.37,16.61,1.28,3.06,1.07,4.73,4.75,1.34
15/01/2024 17:00,1,26.1,22.22,11.87,15,1.31,3.33,0.95,4.8,5.18,1.19
15/01/2024 18:00,1,23.15,19.72,12.09,15.42,1.16,2.96,0.97,4.26,4.59,1.21
15/01/2024 19:00,1,26.85,22.19,15.24,17.06,1.34,3.33,1.22,4.94,5.17,1.52
15/01/2024 20:00,1,25.18,20.26,12.04,15.58,1.26,3.04,0.96,4.63,4.72,1.2
15/01/2024 21:00,1,28.45,20.94,14.83,16.7,1.42,3.14,1.19,5.23,4.88,1.48
15/01/2024 22:00,1,28.2,19.09,14.81,15.58,1.41,2.86,1.18,5.19,4.45,1.48
15/01/2024 23:00,1,29.29,22.06,14.68,14.3,1.46,3.31,1.17,5.39,5.14,1.47
16/01/2024,1,30.6,20.78,14.7,14.95,1.53,3.12,1.18,5.63,4.84,1.47
16/01/2024 01:00,1,29.9,22.85,13.9,14.71,1.5,3.43,1.11,5.5,5.32,1.39
16/01/2024 02:00,1,31.05,20.98,16.69,15.31,1.55,3.15,1.34,5.71,4.89,1.67
16/01/2024 03:00,1,32.23,22.33,15.86,15.46,1.61,3.35,1.27,5.93,5.2,1.59
16/01/2024 04:00,1,31.41,21.66,12.63,15.64,1.57,3.25,1.01,5.78,5.05,1.26
16/01/2024 05:00,1,31.29,22.72,16.34,15.55,1.56,3.41,1.31,5.76,5.29,1.63
16/01/2024 06:00,1,33.49,22.89,15.17,17.69,1.67,3.43,1.21,6.16,5.33,1.52
16/01/2024 07:00,1,32.17,25.04,16.11,14.41,1.61,3.76,1.29,5.92,5.83,1.61
16/01/2024 08:00,1,32.95,21.42,17.47,15.38,1.65,3.21,1.4,6.06,4.99,1.75
16/01/2024 09:00,1,31.93,25.33,14.83,16.15,1.6,3.8,1.19,5.88,5.9,1.48
16/01/2024 10:00,1,30.08,24.14,14.91,17.43,1.5,3.62,1.19,5.53,5.62,1.49
16/01/2024 11:00,1,29.88,23.1,15.22,15.89,1.49,3.47,1.22,5.5,5.38,1.52
16/01/2024 12:00,1,29.82,23.95,13.76,17.04,1.49,3.59,1.1,5.49,5.58,1.38
16/01/2024 13:00,1,28.4,23.5,13.14,14.15,1.42,3.52,1.05,5.23,5.48,1.31
16/01/2024 14:00,1,27.03,21.1,13.22,17.24,1.35,3.16,1.06,4.97,4.92,1.32
16/01/2024 15:00,1,24.79,18.85,15.25,15.11,1.24,2.83,1.22,4.56,4.39,1.53
16/01/2024 16:00,1,28.06,20.67,13.19,15.52,1.4,3.1,1.06,5.16,4.82,1.32
16/01/2024 17:00,1,25.16,18.8,13.55,14.69,1.26,2.82,1.08,4.63,4.38,1.36
16/01/2024 18:00,1,25.72,18.54,14.08,15.93,1.29,2.78,1.13,4.73,4.32,1.41
16/01/2024 19:00,1,25.96,19.83,14.1,17.58,1.3,2.97,1.13,4.78,4.62,1.41
16/01/2024 20:00,1,27.39,21.3,15.52,18.22,1.37,3.19,1.24,5.04,4.96,1.55
16/01/2024 21:00,1,27.08,18.26,14.77,14.72,1.35,2.74,1.18,4.98,4.25,1.48
16/01/2024 22:00,1,27.27,22.23,15,16.28,1.36,3.33,1.2,5.02,5.18,1.5
16/01/2024 23:00,1,27.39,20.48,15.03,17.19,1.37,3.07,1.2,5.04,4.77,1.5
17/01/2024,1,30.49,21.23,14.78,15.52,1.52,3.18,1.18,5.61,4.95,1.48
17/01/2024 01:00,1,30.3,21.37,14.65,15.5,1.52,3.21,1.17,5.58,4.98,1.47
17/01/2024 02:00,1,34.59,23.37,15.61,15.42,1.73,3.51,1.25,6.36,5.45,1.56
17/01/2024 03:00,1,28.45,22.89,14.15,16.32,1.42,3.43,1.13,5.23,5.33,1.42
17/01/2024 04:00,1,34.35,22.09,15.16,17.12,1.72,3.31,1.21,6.32,5.15,1.52
17/01/2024 05:00,1,30.97,25.12,17.37,16.41,1.55,3.77,1.39,5.7,5.85,1.74
17/01/2024 06:00,1,31.93,25.3,16.51,16.04,1.6,3.8,1.32,5.88,5.89,1.65
17/01/2024 07:00,1,33.31,25.27,15.65,15.42,1.67,3.79,1.25,6.13,5.89,1.57
17/01/2024 08:00,1,32.89,23.79,16.56,16.22,1.64,3.57,1.32,6.05,5.54,1.66
17/01/2024 09:00,1,31.89,23.82,16.69,15.17,1.59,3.57,1.34,5.87,5.55,1.67
17/01/2024 10:00,1,30.28,23.67,13.13,15.44,1.51,3.55,1.05,5.57,5.52,1.31
17/01/2024 11:00,1,29.21,22.79,14.01,16.82,1.46,3.42,1.12,5.37,5.31,1.4
17/01/2024 12:00,1,33.57,22.04,13.49,16.16,1.68,3.31,1.08,6.18,5.14,1.35
17/01/2024 13:00,1,24.12,22.3,15.75,15.96,1.21,3.35,1.26,4.44,5.2,1.58
17/01/2024 14:00,1,28.49,20.14,13.98,15.46,1.42,3.02,1.12,5.24,4.69,1.4
17/01/2024 15:00,1,27.94,21.63,13.56,16.65,1.4,3.24,1.08,5.14,5.04,1.36
17/01/2024 16:00,1,26.74,17.96,13.03,17.06,1.34,2.69,1.04,4.92,4.18,1.3
17/01/2024 17:00,1,26.79,19.16,11.96,14.85,1.34,2.87,0.96,4.93,4.46,1.2
17/01/2024 18:00,1,27.05,16.2,13.82,15.78,1.35,2.43,1.11,4.98,3.77,1.38
17/01/2024 19:00,1,27.04,19.73,11.78,15.77,1.35,2.96,0.94,4.98,4.6,1.18
17/01/2024 20:00,1,27.53,17.86,12.89,15.14,1.38,2.68,1.03,5.07,4.16,1.29
17/01/2024 21:00,1,30.13,22.22,13.8,14.72,1.51,3.33,1.1,5.54,5.18,1.38
17/01/2024 22:00,1,26.03,19.79,14.4,15.72,1.3,2.97,1.15,4.79,4.61,1.44
17/01/2024 23:00,1,28.5,20.5,14.21,16.38,1.43,3.07,1.14,5.24,4.78,1.42
18/01/2024,1,28.99,22.32,13.99,17.12,1.45,3.35,1.12,5.33,5.2,1.4
18/01/2024 01:00,1,30.47,22.02,13.05,13.74,1.52,3.3,1.04,5.61,5.13,1.31
18/01/2024 02:00,1,30.89,23.64,15.24,14.94,1.54,3.55,1.22,5.68,5.51,1.52
18/01/2024 03:00,1,29.9,21.6,16.81,15.33,1.5,3.24,1.34,5.5,5.03,1.68
18/01/2024 04:00,1,31.49,24.97,17.01,13.98,1.57,3.75,1.36,5.79,5.82,1.7
18/01/2024 05:00,1,32.72,24.45,15.89,14.89,1.64,3.67,1.27,6.02,5.7,1.59
18/01/2024 06:00,1,32.34,23.5,18.24,14.87,1.62,3.52,1.46,5.95,5.48,1.82
18/01/2024 07:00,1,33.24,22.21,15.87,14.92,1.66,3.33,1.27,6.12,5.17,1.59
18/01/2024 08:00,1,33.13,25.94,14.46,13.46,1.66,3.89,1.16,6.1,6.04,1.45
18/01/2024 09:00,1,30.83,23.9,16.09,15.86,1.54,3.58,1.29,5.67,5.57,1.61
18/01/2024 10:00,1,29.64,21.87,14.42,15.01,1.48,3.28,1.15,5.45,5.1,1.44
18/01/2024 11:00,1,29.61,24.97,15.68,17.16,1.48,3.75,1.25,5.45,5.82,1.57
18/01/2024 12:00,1,29.12,21.28,14.95,16.44,1.46,3.19,1.2,5.36,4.96,1.5
18/01/2024 13:00,1,26.75,22.26,13.22,14.19,1.34,3.34,1.06,4.92,5.19,1.32
18/01/2024 14:00,1,25.91,20.79,13.22,15.74,1.3,3.12,1.06,4.77,4.84,1.32
18/01/2024 15:00,1,25.73,21.31,12.11,15.05,1.29,3.2,0.97,4.73,4.97,1.21
18/01/2024 16:00,1,28.51,21.41,13.99,16.53,1.43,3.21,1.12,5.25,4.99,1.4
18/01/2024 17:00,1,27.65,21.83,11.9,15.7,1.38,3.27,0.95,5.09,5.09,1.19
18/01/2024 18:00,1,27.9,20.13,13.69,15.09,1.4,3.02,1.1,5.13,4.69,1.37
18/01/2024 19:00,1,26.01,20.29,14.79,16.08,1.3,3.04,1.18,4.79,4.73,1.48
18/01/2024 20:00,1,25.41,21.97,14.18,15.8,1.27,3.3,1.13,4.68,5.12,1.42
18/01/2024 21:00,1,27.69,20.12,15.13,15.48,1.38,3.02,1.21,5.09,4.69,1.51
18/01/2024 22:00,1,29.83,19.1,15.23,17.66,1.49,2.87,1.22,5.49,4.45,1.52
18/01/2024 23:00,1,28.36,21.89,14.68,15.11,1.42,3.28,1.17,5.22,5.1,1.47
19/01/2024,1,30.1,23.42,15.58,15.1,1.51,3.51,1.25,5.54,5.46,1.56
19/01/2024 01:00,1,30.75,21.03,15.3,14.02,1.54,3.15,1.22,5.66,4.9,1.53
19/01/2024 02:00,1,32.39,25,16.83,15.53,1.62,3.75,1.35,5.96,5.82,1.68
19/01/2024 03:00,1,31.24,22.52,15.84,16.46,1.56,3.38,1.27,5.75,5.25,1.58
19/01/2024 04:00,1,32.58,24.22,15.28,13.5,1.63,3.63,1.22,5.99,5.64,1.53
19/01/2024 05:00,1,31.64,24.63,16.28,15.32,1.58,3.69,1.3,5.82,5.74,1.63
19/01/2024 06:00,1,33.35,25.71,15.14,14.39,1.67,3.86,1.21,6.14,5.99,1.51
19/01/2024 07:00,1,31.32,26.94,13.99,17.01,1.57,4.04,1.12,5.76,6.28,1.4
19/01/2024 08:00,1,32.32,24.65,16.44,16.93,1.62,3.7,1.32,5.95,5.74,1.64
19/01/2024 09:00,1,33.53,22.21,14.97,15.9,1.68,3.33,1.2,6.17,5.17,1.5
19/01/2024 10:00,1,30.87,24.64,13.44,17,1.54,3.7,1.08,5.68,5.74,1.34
19/01/2024 11:00,1,33.6,23.12,14.2,14.7,1.68,3.47,1.14,6.18,5.39,1.42
19/01/2024 12:00,1,29.12,20.96,14.71,16.52,1.46,3.14,1.18,5.36,4.88,1.47
19/01/2024 13:00,1,29.62,22.21,14.39,14.98,1.48,3.33,1.15,5.45,5.17,1.44
19/01/2024 14:00,1,26.17,18.29,15.09,15.89,1.31,2.74,1.21,4.82,4.26,1.51
19/01/2024 15:00,1,27.31,22.43,10.7,15.27,1.37,3.36,0.86,5.03,5.23,1.07
19/01/2024 16:00,1,24.98,18.59,13.79,15.29,1.25,2.79,1.1,4.6,4.33,1.38
19/01/2024 17:00,1,25.61,20.35,14.5,16.11,1.28,3.05,1.16,4.71,4.74,1.45
19/01/2024 18:00,1,24.79,20.08,12.83,14.26,1.24,3.01,1.03,4.56,4.68,1.28
19/01/2024 19:00,1,24.16,19.42,14.5,15.32,1.21,2.91,1.16,4.45,4.52,1.45
19/01/2024 20:00,1,26.53,19.83,14.69,15.74,1.33,2.97,1.18,4.88,4.62,1.47
19/01/2024 21:00,1,24.74,19.4,13.37,15.17,1.24,2.91,1.07,4.55,4.52,1.34
19/01/2024 22:00,1,27.67,21.39,15.24,15.67,1.38,3.21,1.22,5.09,4.98,1.52
19/01/2024 23:00,1,30.36,23.81,15.68,15.25,1.52,3.57,1.25,5.59,5.55,1.57
20/01/2024,1,29.96,23.5,15.14,17.11,1.5,3.52,1.21,5.51,5.48,1.51
20/01/2024 01:00,1,29,23.03,15.75,16.21,1.45,3.45,1.26,5.34,5.37,1.58
20/01/2024 02:00,1,29.72,22.96,12.84,18.46,1.49,3.44,1.03,5.47,5.35,1.28
20/01/2024 03:00,1,32.93,24.45,17.44,14.7,1.65,3.67,1.4,6.06,5.7,1.74
20/01/2024 04:00,1,29.4,22.07,15.56,16.31,1.47,3.31,1.24,5.41,5.14,1.56
20/01/2024 05:00,1,32.46,23.59,15.34,17.59,1.62,3.54,1.23,5.97,5.5,1.53
20/01/2024 06:00,1,30.38,26.41,16.18,15.79,1.52,3.96,1.29,5.59,6.15,1.62
20/01/2024 07:00,1,32.72,23.48,15.04,14.41,1.64,3.52,1.2,6.02,5.47,1.5
20/01/2024 08:00,1,29.8,24.75,16.87,14.49,1.49,3.71,1.35,5.48,5.77,1.69
20/01/2024 09:00,1,32.32,24.12,18.03,15.46,1.62,3.62,1.44,5.95,5.62,1.8
20/01/2024 10:00,1,29.5,22.32,15.69,16.8,1.48,3.35,1.26,5.43,5.2,1.57
20/01/2024 11:00,1,31.07,21.84,15.9,16.24,1.55,3.28,1.27,5.72,5.09,1.59
20/01/2024 12:00,1,31.54,23.12,13.99,13.36,1.58,3.47,1.12,5.8,5.39,1.4
20/01/2024 13:00,1,26.58,23.57,16.48,14.79,1.33,3.54,1.32,4.89,5.49,1.65
20/01/2024 14:00,1,26.94,18.46,14.19,15.48,1.35,2.77,1.14,4.96,4.3,1.42
20/01/2024 15:00,1,25.84,20.95,12.89,14.04,1.29,3.14,1.03,4.75,4.88,1.29
20/01/2024 16:00,1,27.39,20.41,13.3,16.19,1.37,3.06,1.06,5.04,4.76,1.33
20/01/2024 17:00,1,28.28,20.71,13.23,13.03,1.41,3.11,1.06,5.2,4.83,1.32
20/01/2024 18:00,1,26.97,19.84,13.27,15.64,1.35,2.98,1.06,4.96,4.62,1.33
20/01/2024 19:00,1,31.78,21.57,14.85,15.1,1.59,3.24,1.19,5.85,5.03,1.49
20/01/2024 20:00,1,26.97,20.57,12.75,15,1.35,3.09,1.02,4.96,4.79,1.28
20/01/2024 21:00,1,27.82,20.76,15.2,15.21,1.39,3.11,1.22,5.12,4.84,1.52
20/01/2024 22:00,1,27.98,21.15,14.61,15.81,1.4,3.17,1.17,5.15,4.93,1.46
20/01/2024 23:00,1,29.85,21.52,14.66,15.89,1.49,3.23,1.17,5.49,5.01,1.47
21/01/2024,1,29.59,22.5,16.58,15.19,1.48,3.38,1.33,5.44,5.24,1.66
21/01/2024 01:00,1,30.2,22.04,15.69,13.49,1.51,3.31,1.26,5.56,5.14,1.57
21/01/2024 02:00,1,30.56,24.65,15.98,13.98,1.53,3.7,1.28,5.62,5.74,1.6
21/01/2024 03:00,1,30.73,24.61,16.24,13.95,1.54,3.69,1.3,5.65,5.73,1.62
21/01/2024 04:00,1,34.39,26.56,15.35,16.18,1.72,3.98,1.23,6.33,6.19,1.54
21/01/2024 05:00,1,33.61,23.87,15.29,15.18,1.68,3.58,1.22,6.18,5.56,1.53
21/01/2024 06:00,1,34.83,24.71,16.28,15.69,1.74,3.71,1.3,6.41,5.76,1.63
21/01/2024 07:00,1,31.93,23.21,18.54,13.86,1.6,3.48,1.48,5.88,5.41,1.85
21/01/2024 08:00,1,32.82,24.9,16.71,14.88,1.64,3.73,1.34,6.04,5.8,1.67
21/01/2024 09:00,1,32.47,25.91,15.1,15.98,1.62,3.89,1.21,5.97,6.04,1.51
21/01/2024 10:00,1,28.84,23.72,15.82,15.24,1.44,3.56,1.27,5.31,5.53,1.58
21/01/2024 11:00,1,32.05,22.65,16.11,15.3,1.6,3.4,1.29,5.9,5.28,1.61
21/01/2024 12:00,1,29.88,20.09,15.2,15.35,1.49,3.01,1.22,5.5,4.68,1.52
21/01/2024 13:00,1,29.77,22.51,15.27,16.63,1.49,3.38,1.22,5.48,5.24,1.53
21/01/2024 14:00,1,29.27,18.8,15.38,14.8,1.46,2.82,1.23,5.39,4.38,1.54
21/01/2024 15:00,1,27.97,20.07,14.48,16.1,1.4,3.01,1.16,5.15,4.68,1.45
21/01/2024 16:00,1,25.05,21.45,13.6,16.32,1.25,3.22,1.09,4.61,5,1.36
21/01/2024 17:00,1,27.93,18.96,13.66,14.23,1.4,2.84,1.09,5.14,4.42,1.37
21/01/2024 18:00,1,27.86,20.32,13.4,15.54,1.39,3.05,1.07,5.13,4.73,1.34
21/01/2024 19:00,1,26.64,20.27,13.83,15.41,1.33,3.04,1.11,4.9,4.72,1.38
21/01/2024 20:00,1,28.35,21.26,13.69,16.45,1.42,3.19,1.1,5.22,4.95,1.37
21/01/2024 21:00,1,27.76,21.96,12.85,16.33,1.39,3.29,1.03,5.11,5.12,1.29
21/01/2024 22:00,1,25.81,22.57,13.64,15.42,1.29,3.39,1.09,4.75,5.26,1.36
21/01/2024 23:00,1,29.98,21.88,14.23,15.56,1.5,3.28,1.14,5.52,5.1,1.42
22/01/2024,1,30.4,23.35,14.91,14.63,1.52,3.5,1.19,5.59,5.44,1.49
22/01/2024 01:00,1,32.33,23.01,15.07,15.15,1.62,3.45,1.21,5.95,5.36,1.51
22/01/2024 02:00,1,29.59,22.54,16.88,14.32,1.48,3.38,1.35,5.44,5.25,1.69
22/01/2024 03:00,1,30.92,23.2,15.45,14.38,1.55,3.48,1.24,5.69,5.41,1.54
22/01/2024 04:00,1,30.52,24.15,17.26,14.13,1.53,3.62,1.38,5.62,5.63,1.73
22/01/2024 05:00,1,31.7,24.99,17.7,16.18,1.58,3.75,1.42,5.83,5.82,1.77
22/01/2024 06:00,1,33.87,23.48,17.77,16.46,1.69,3.52,1.42,6.23,5.47,1.78
22/01/2024 07:00,1,34.08,21.73,17.72,14.93,1.7,3.26,1.42,6.27,5.06,1.77
22/01/2024 08:00,1,32.07,25.41,18.31,14.22,1.6,3.81,1.46,5.9,5.92,1.83
22/01/2024 09:00,1,31.07,23.77,16.86,15.26,1.55,3.57,1.35,5.72,5.54,1.69
22/01/2024 10:00,1,29.75,22.55,16.31,17.59,1.49,3.38,1.3,5.47,5.25,1.63
22/01/2024 11:00,1,33.44,21.96,13.6,17.39,1.67,3.29,1.09,6.15,5.12,1.36
22/01/2024 12:00,1,31.38,23.81,14.31,13.63,1.57,3.57,1.14,5.77,5.55,1.43
22/01/2024 13:00,1,27.48,19.78,14.3,14.99,1.37,2.97,1.14,5.06,4.61,1.43
22/01/2024 14:00,1,28.64,21.25,13.92,16.88,1.43,3.19,1.11,5.27,4.95,1.39
22/01/2024 15:00,1,27.45,21.53,13.34,15.31,1.37,3.23,1.07,5.05,5.02,1.33
22/01/2024 16:00,1,27.35,20.58,13.67,16.94,1.37,3.09,1.09,5.03,4.8,1.37
22/01/2024 17:00,1,27.57,18.17,11.77,15.01,1.38,2.73,0.94,5.07,4.23,1.18
22/01/2024 18:00,1,30.2,21.81,14.07,15.95,1.51,3.27,1.13,5.56,5.08,1.41
22/01/2024 19:00,1,28.63,21,13.09,15.57,1.43,3.15,1.05,5.27,4.89,1.31
22/01/2024 20:00,1,27.92,19.68,14.12,18.58,1.4,2.95,1.13,5.14,4.59,1.41
